ID,vdw,vdw_attr,vdw_rep,elec,elec_sr_attr,elec_lr_attr,elec_sr_rep,elec_lr_rep,hbp_ss,solv,sasa,acp,RMSD
1A2K,27,-35.53,1028.55,625.49,-174.72,-2714.65,186.45,2808.27,-0.5,-37.5,-195.7,-9.06,4.35
1A2K,51,-48.52,2211.61,695.83,-477.55,-3009.79,469.62,3196.84,-2.65,-57.61,-191.48,-1.57,3.29
1A2K,42,-46.24,2548.21,674.31,-261.13,-2566.49,297.68,2734.5,-1.52,-51.48,-194.45,-9.87,4.33
1A2K,31,-42.24,1283.28,702.76,-253.13,-3128.79,236.47,3241.13,-2.53,-51.84,-181.86,0.44,6.05
1A2K,80,-75.83,6043.16,691.36,-790.47,-2723.61,751.86,2862.76,-2.36,-116.21,-187.34,-4.5,6.09
1A2K,59,-60.36,4440.26,730.31,-865.73,-2866.04,914.37,3101.7,-1.3,-102.03,-175.99,2.93,4.97
1A2K,25,-38.19,542.77,624.99,-519.49,-2586.96,499.64,2649.38,-2.36,-46.08,-188.98,-0.51,8.49
1A2K,42,-63.22,4008.7,878.07,-850.86,-3662.74,793.76,3800.86,-3.08,-118.33,-159.32,18.04,8.35
1A2K,47,-72.87,2023.66,825.53,-610,-3291.35,626.16,3382.34,-5.65,-91.13,-172.18,-3.15,6.01
1A2K,62,-66.65,3011.55,684.06,-693.58,-2941.97,688.26,2883.6,-5.94,-92.63,-187.37,-7.88,3.04
1A2K,31,-39.63,861.93,630.21,-415.61,-2723.27,408.7,2677.29,-3.93,-50.31,-201.5,-5.59,5.54
1A2K,15,-30.37,320.48,510.3,-189.29,-2425.91,173.3,2456.01,-1.66,-28.92,-205.85,-4.21,5.05
1A2K,34,-31.2,1088.29,631.63,-262.78,-2484.52,276.06,2659.11,-0.66,-37.25,-200.83,-9.38,6.93
1A2K,56,-65.11,3318.56,707.43,-588.54,-2625.58,594.47,2921.24,-2.13,-98.13,-191.52,-8.47,4.25
1A2K,64,-69.89,3590.62,709.07,-878.23,-2680.68,830.29,2991.07,-5.5,-94.07,-178.62,6.34,6.87
1A2K,95,-75.46,6682.27,857.57,-712.73,-3370.61,705.98,3585.6,-3.46,-128.45,-178.95,-4.53,8.7
1A2K,98,-71.37,9034.97,633.44,-885.96,-2901.18,861.67,3013.34,-1.79,-120.81,-214.36,-9.94,7.92
1A2K,61,-68.25,2975.4,600.11,-851.68,-2616.83,815.66,2661.43,-2.9,-95.26,-210.12,-2.02,6.95
1A2K,37,-49.33,3374.65,711.01,-361.02,-3086.62,322.03,3351.86,0,-60.48,-177.36,-2.82,5.19
1A2K,21,-50.64,947.22,719.89,-769.6,-2726.09,756.28,3125.68,-4.86,-70.49,-180.71,-0.72,7.72
1A2K,17,-50.65,158.67,645.38,-443.79,-2613.99,479.86,2677.97,-2.07,-54.34,-194.34,-3.74,8.08
1A2K,61,-77.59,2943.58,598.67,-1027.49,-2778.01,1000.16,2797.96,-6.38,-106.23,-213.95,-3.76,6.51
1A2K,67,-60.45,4405.64,595.69,-633.15,-2768.11,621.93,2776.16,-8.54,-84.77,-218.58,-10.28,8.97
1A2K,72,-102.3,3782.76,821.27,-1295.94,-3599.54,1310.2,3512.41,-6.51,-145.91,-185.93,3.96,7.62
1A2K,98,-83.08,8703.43,716.84,-1033.34,-2762.3,1031.77,2991.2,-4.91,-133.84,-184.34,-4.86,6.18
1A2K,70,-65.19,7058.09,716.55,-727.47,-3123.76,711.8,3130.76,-5.41,-97.49,-184.27,-5.64,2.51
1A2K,15,-33.91,954.93,656.89,-276.62,-3049.92,246.45,3328.42,-1.1,-40.13,-191.92,-1.74,7.24
1A2K,48,-57.07,3480.8,669.88,-517.8,-2655.67,525.44,2869.07,-6.99,-76.59,-181.12,-7.31,8
1A2K,30,-31.78,2147.13,551.26,-230.83,-2721.75,193.02,2830.83,-1.15,-40.53,-196.72,-5.42,5.02
1A2K,22,-47.58,944.41,676.35,-539.59,-2958.28,540.98,3106.86,-1.5,-61.86,-174.1,3.82,5.34
1A2K,102,-108.26,6868.05,814.23,-1396.5,-3254.03,1394.08,3577.94,-6.4,-169.97,-172.24,7.35,3.79
1A2K,64,-74.7,3956.39,588.01,-1163.57,-2731.24,1116.87,2671.47,-4.77,-110.33,-205.51,2.87,7.25
1A2K,76,-71.22,5422.91,601.34,-624.23,-2584.12,651.54,2632.4,-4.33,-92.73,-200.05,-16.81,4.07
1A2K,93,-70.52,5412.33,630.77,-686.58,-2545.07,661.59,2631.26,-3.27,-112.66,-196.82,-14.11,3.36
1A2K,58,-66.49,2081.28,691.53,-1103.42,-2714.73,1051.96,3165.65,-4.82,-97.39,-179.42,5.1,8.45
1A2K,26,-67.33,2272.81,767.96,-1047.85,-2786.19,983.79,3332.02,-4.52,-98.3,-174.78,11,6.08
1A2K,44,-74.64,2401.29,720.36,-588.84,-2911.3,553.98,2978.02,-1.72,-96.09,-175.75,-7.47,7.4
1A2K,130,-110.9,9420.89,820.18,-1453.66,-3484.52,1404.51,3599.09,-9.34,-189.87,-172.05,6.58,2.99
1A2K,23,-51.84,1407.68,827.93,-711.98,-3476.06,708.52,3505.36,-2.1,-75.22,-183.46,10.93,8.35
1A2K,90,-73.05,3572.57,718,-705.62,-2736.2,694.81,3036.46,-2.7,-98.2,-194.47,-13.93,3.67
1A2K,42,-60.62,2349.84,760.42,-377.47,-3385.38,353.53,3399.69,-2.7,-76.32,-178.7,0.36,8.04
1A2K,63,-52.9,3697.4,587.66,-400.63,-2363.91,380.53,2520.73,-2,-54.45,-202.28,-14.68,3.74
1A2K,43,-53.25,823.57,696.56,-576.24,-3123.17,539.42,3140.29,-2.55,-69.17,-175.93,-3.81,3.68
1A2K,35,-59.35,2265.77,700.78,-487.25,-3174.45,453.68,3352.99,-1.1,-73.53,-178.5,-6.47,3
1A2K,37,-49.26,2265.13,664.05,-446,-2768.86,436.29,2727.12,-2.28,-70.17,-170.76,-0.56,7.51
1A2K,50,-47.26,2353.72,648.26,-686.35,-2561.82,662.52,2660.86,-3.16,-73.1,-187.8,-1.15,8.56
1A2K,38,-62.39,1444.33,772.9,-995.95,-2827.82,961.04,3335.82,-3.71,-92.43,-173.36,9.32,5.67
1A2K,32,-41.03,1637.73,649.88,-548.3,-3064.34,539.41,3015.95,-5.14,-63.34,-193.7,-2.16,8.61
1A2K,64,-63.32,6019.96,719.69,-590.64,-2695.58,564.26,2902.48,-2.57,-99.62,-183.04,3.75,8.53
1A2K,49,-53.95,1903.18,802.03,-727.78,-3339.54,759.36,3540.92,-3.58,-82.57,-174.06,5.98,8.72
1A2K,39,-58.91,2938.12,862.09,-634.24,-3352.38,632.28,3534.03,-1.75,-93.65,-178.23,7.82,8.53
1A2K,43,-59.5,2710.86,768.75,-476.64,-3144.2,493.01,3165.49,-2.66,-71.89,-181.84,-4.56,5.56
1A2K,48,-54.5,3494.27,651.12,-362.54,-2687.63,369.31,2678.62,-0.4,-72.81,-190.74,-4.64,6.4
1A2K,49,-77.17,4660.89,758.55,-1262.11,-3071.11,1248.91,3172.72,-5.4,-121.15,-186.77,2.39,8.47
1A2K,64,-66.28,3407.26,618.92,-764.58,-2964.71,738.37,2897.49,-5.73,-84.83,-213.37,-6.07,6.35
1A2K,54,-72.6,1916.5,781.86,-825.27,-3303.2,808.22,3353.52,-2.78,-96.85,-174.09,4.31,3.66
1A2K,47,-75.13,2618.77,763.04,-830.55,-3105.41,877.77,3415.29,-5.22,-110.72,-176.19,3.54,7.61
1A2K,58,-89.39,2618.12,846.21,-1337.39,-3473.52,1355.68,3410.53,-8.2,-125.46,-184.84,0.84,8.01
1A2K,68,-90.24,5192.76,810.33,-1447.97,-2886.11,1413.31,3383.72,-6.65,-131.76,-175.53,12.34,5.7
1A2K,69,-67.26,3921.1,698.63,-520.05,-2836.94,554.94,2879.91,-4.47,-97.22,-198.79,-15.58,6.11
1A2K,17,-38.24,237.46,608.75,-370.48,-2342.38,356.92,2487.04,-1.96,-40.89,-192.9,-4.05,6.03
1A2K,47,-81.66,2411.27,918.91,-768.85,-3717.48,777.98,3981,-4.01,-113.05,-163.27,5.24,7.57
1A2K,62,-67.99,3641.25,753.14,-719.51,-3355.34,670.48,3380.23,-2.51,-96.93,-174.06,0.33,2.88
1A2K,50,-61.25,2739.7,674.48,-720.66,-2976.62,679.3,3096.39,-4.09,-79.79,-174.44,6.85,8.25
1A2K,10,-40.14,59.78,596.64,-234.44,-2575,224.65,2557.67,-2.42,-38.26,-201.56,-5.86,8.38
1A2K,48,-41.81,2937.35,618.8,-316.18,-2871.84,249.33,3037.62,-1.93,-49.42,-186.8,-8.46,4.16
1A2K,21,-25.86,483.19,543.27,-162.62,-2385.13,165.54,2417.27,-1.5,-27.11,-200.96,-6.22,4.29
1A2K,21,-42.17,392.77,682.22,-450.83,-2712.32,443.43,3012.86,-3.94,-50.25,-188.56,-8.27,3.54
1A2K,60,-76.88,2500.39,713.47,-984.26,-2743.19,952.48,3188.14,-7.04,-116.86,-181.64,-2.8,3.26
1A2K,11,-39.44,113.69,788.61,-442.08,-3746.86,419.94,3676.92,-1.69,-54.68,-184.93,6.98,7.75
1A2K,66,-65.48,2103.55,652.89,-512.71,-2883.73,546.78,2787.12,-0.67,-76.22,-189.48,-4.45,5.92
1A2K,56,-58.14,2787.71,808.45,-821.48,-3875.67,766.1,3993.03,-2.82,-101.22,-157.9,7.15,5.76
1A2K,45,-60.99,1952.85,885.34,-905.56,-3556.29,907.7,3593.69,-3.91,-98.53,-155.71,11.48,8.14
1A2K,47,-69.64,3885.94,673.67,-793.72,-2646.59,768.69,2809.88,-2.52,-90.54,-186.52,6.06,8.15
1A2K,69,-84.31,2443.95,775.77,-953.03,-3210,936.94,3498,-4.41,-111.52,-177.89,1.96,3.66
1A2K,53,-63.3,2781.64,719.01,-620.13,-2891.17,575.01,2994.53,-1.29,-84.44,-180.03,-4.73,5.48
1A2K,32,-47.78,1551.06,622.44,-285.46,-2551.74,307.45,2696.8,-2.01,-53.58,-192.64,-7.36,6.22
1A2K,46,-61.84,3722.47,754.26,-682.84,-3189.98,634.2,3349.86,-1.76,-99.23,-178.07,2.3,6.75
1A2K,37,-63.02,1562.57,820.02,-758.27,-3136.11,799.92,3297.73,-4.36,-86.3,-180.93,1.67,5.05
1A2K,113,-92.22,8885.57,746.65,-968.59,-3155.56,971.69,3157.8,-5.69,-152.38,-179.78,-3.81,5.54
1A2K,67,-60.97,2102.05,665.45,-826.19,-2890.72,787.63,3023.55,-6.39,-90.43,-184.36,-3.06,8.36
1A2K,70,-60.06,2906.66,730.43,-590.16,-3516.52,557.82,3500.66,-2.93,-83.3,-182.6,-7.42,3.94
1A2K,30,-74.7,1346.83,914.73,-680.8,-3563.8,712.36,3817.25,-6.49,-97.12,-164.22,4.3,7.99
1A2K,104,-113.62,7142.81,900.54,-1364.22,-2859.84,1352.39,3248.03,-11.75,-174.02,-170.3,-6,7
1A2K,44,-42.56,2346.33,627.53,-474.98,-2758.64,467.31,2714.28,-2.19,-61.5,-187.01,0.52,5.98
1A2K,34,-52.45,1769.37,734.34,-559.94,-3092.92,563.48,3318.83,-1.85,-64.85,-178.96,-0.11,3.83
1A2K,17,-30.45,507.25,561.74,-286.62,-2196.02,267.26,2353.27,-1.28,-32,-192.76,-4.56,6.11
1A2K,61,-67.55,3500.99,838.93,-927.91,-3781.86,913.32,3865.66,-6.21,-107.46,-161.85,8.16,5.44
1A2K,34,-54.11,890.06,696.62,-423.2,-2830.44,405.11,3011.5,-2.72,-67.79,-184.04,3.99,7.71
1A2K,35,-38.29,1759.16,570.21,-405.07,-2801.76,345.08,2683.14,-3.34,-49.08,-179.27,-5.38,8.96
1A2K,40,-52.26,2664.93,655.7,-528.37,-3003.36,552.53,2845.4,-4.82,-71.89,-181.35,2.53,7.18
1A2K,64,-55.57,3420.29,533.57,-776.81,-2425.95,827.76,2335.3,-3.49,-85.91,-200,-4.04,7.64
1A2K,106,-118.55,7393.41,943.21,-1415.27,-3101.03,1442.23,3378,-8.56,-192,-172.95,-11.27,7.68
1A2K,45,-49.71,2297.03,692.65,-519.22,-2987.58,508.51,3245.06,-2.4,-67.13,-182.39,-4.35,4.02
1A2K,101,-102.14,8055.07,749.11,-1483.74,-3702.41,1435.57,3794.88,-14.22,-167.74,-167.05,13.3,8.88
1A2K,19,-41.22,483.94,660.42,-318.91,-2924.43,322.2,3315.69,-3.48,-48.79,-191.95,3.67,7.66
1A2K,29,-41.51,515.47,676.67,-283.67,-2869.99,272.1,3103.74,-0.47,-47.77,-186.83,-7.23,3.62
1A2K,81,-91.98,3618.94,632.35,-1175.05,-2860.27,1195.15,2833.48,-10.48,-127.1,-210.51,-5.97,6.61
1A2K,53,-57.21,2977.43,700.05,-646.6,-2850.16,638.93,3140.29,-4.45,-89.48,-189.58,-10,3.55
1A2K,65,-70.34,3136.94,649.33,-620.97,-2708.11,627.14,2811.12,-1.51,-90.02,-191.16,-11.44,5.68
1A2K,60,-86.51,3336.25,783.41,-829.33,-3338.91,872.09,3524.92,-4.09,-130.34,-169.4,5.92,8.41
1A2K,54,-59,2914.61,686.22,-567.92,-3243.81,551.88,3114.95,-3.35,-76.66,-195.91,-8.16,5.53
1A2K,42,-74.01,2940.79,784.58,-1312.41,-3149,1274.85,3381.44,-7.91,-114.54,-176.06,11.2,8.65
1A2K,109,-107.21,8258.75,940.6,-1202.51,-3670.04,1212.56,3713.54,-10.33,-170.88,-171.92,-5.65,7.46
1A2K,52,-56.03,2725,580.48,-434.7,-2431.75,427.08,2517.79,-0.83,-63.24,-200.25,-16.12,3.58
1A2K,48,-57.94,3708.49,781.95,-651.47,-3508.67,652.39,3628.77,-2.39,-87.26,-179.45,11.23,7.2
1A2K,19,-32.94,297.51,706.37,-254.31,-2833.11,262.32,3060.37,-0.91,-39.65,-191.99,-10.2,6.85
1A2K,62,-73.17,2553.52,698.69,-901.46,-2760.66,855.87,2866.63,-5.4,-113.11,-173.59,2.85,7.33
1A2K,89,-74.11,3978.95,746.74,-615.88,-2960.38,631.38,3037.27,-4.03,-108.24,-194.41,-14.01,6.49
1A2K,38,-43.76,1112.77,670.26,-358.17,-3023.78,341.15,3216.69,-1.49,-57.05,-188.1,-8.56,5.37
1A2K,102,-106.66,5690.53,784.39,-1005.98,-2895.32,1008.52,3174.63,-4.87,-143.47,-184.9,-11.63,5.77
1A2K,37,-43.68,1220.58,671.24,-385.57,-3004.03,331.88,3142.75,-0.42,-49.71,-187.03,-1.8,3.25
1A2K,38,-50.19,2909.99,665.86,-699.69,-2361.48,679.29,2746.22,-3.55,-74.43,-175.2,-5.78,8.17
1A2K,43,-39.88,2407,550.68,-445.85,-2502.66,451,2624.73,-2.63,-58.17,-210.03,-5.52,8.83
1A2K,48,-57.47,4363.38,732.38,-550.13,-2942.62,536.69,2981.78,-1.51,-99.42,-183.93,-2.25,5.27
1A2K,20,-27.45,971.96,539.19,-196.84,-2236.89,189.45,2249.49,0,-27.28,-209.64,-7.38,8.36
1A2K,54,-74.26,2257.76,770.07,-904.66,-3176.08,919.26,3440.49,-3.8,-103.39,-175.18,2.81,4.43
1A2K,63,-64.13,5446.36,666.92,-546.72,-2834.39,578.65,2812.19,-2.78,-95.32,-184.8,-7.6,8.09
1A2K,33,-35.83,793.39,614.8,-224.46,-3014.09,197.34,3012.69,-1.15,-42.44,-195.88,-9.4,5.76
1A2K,73,-72.17,3060.31,781.38,-893.25,-3147.92,844.61,3636.69,-6.28,-105.99,-185.37,3.77,7.74
1A2K,95,-106.35,5691.34,811.75,-1688.29,-3377.97,1681.05,3421.57,-8.5,-167.08,-184.63,0.19,8.47
1A2K,64,-61.67,3195.99,631.27,-630.02,-2922.78,624.73,2902.8,-4.66,-89.92,-212.78,-3.3,6.92
1A2K,27,-35.39,1707.29,535.25,-342.4,-2315.1,342.51,2307.89,-3.46,-50.2,-187.23,-4.89,7.91
1A2K,42,-39.25,3115.49,493.32,-515.92,-2068.69,496.5,2214.67,-1.92,-84.47,-203.26,-5.36,7.75
1A2K,39,-50.44,2254.66,608.14,-395.85,-2596.04,422.19,2635.8,-0.49,-59.71,-193.45,-7.08,5.78
1A2K,32,-49.94,1456.75,619.59,-534.48,-2610.35,518.18,2746.24,-2,-67.42,-182.56,-0.86,5.67
1A2K,65,-63.91,4845.81,629.35,-911.77,-2630.73,916.15,2686.99,-6.33,-101.78,-201.14,1.12,8.63
1A2K,54,-52,1365.27,604.15,-639.74,-2443.32,620.05,2527.21,-1.98,-66.71,-199.52,-3.22,8.48
1A2K,33,-35.38,1771.43,536.24,-243.11,-2494.3,233.75,2626.59,0,-43.71,-198.42,-8.31,5.2
1A2K,71,-66.65,3562.43,734.16,-721.42,-3368.93,719.63,3849.95,-2.61,-86.7,-184.5,-1.14,8.81
1A2K,37,-50.16,1889.34,621.29,-482.92,-2607.68,514.05,2774.09,-1.11,-66.62,-184.57,-3.2,5.38
1A2K,19,-43,1182.48,687.52,-286.31,-2666.67,300.91,2843.66,-1.87,-44.19,-191.12,-4.03,4.81
1A2K,41,-85.45,1477.69,897.91,-1028.65,-3723.55,1041.53,4083.4,-4.03,-123.73,-173.37,18.11,7.68
1A2K,46,-53.93,1481.05,730.25,-503.88,-3198.36,481.78,3381.68,-2.59,-73.03,-185.96,-6.03,4.93
1A2K,50,-41.88,1612.81,649.61,-524.05,-2645.49,503.94,2679.16,-4.34,-65.91,-187.2,-9.76,8.17
1A2K,33,-44,723.79,671.97,-809.2,-2611.24,772.31,2805.95,-2.76,-62.27,-181.38,0.61,8.56
1A2K,46,-62.18,2250.17,732.04,-524.91,-3885.67,535.41,3638.47,-4.15,-79.64,-174.9,-1.33,4.57
1A2K,59,-62.03,3263.11,899.55,-829.88,-3727.76,818.04,3703.87,-3.12,-103.3,-164.11,6.45,7.42
1A2K,13,-32.09,262.51,729.69,-460.46,-3216.21,434.68,3484.63,-2.01,-46.76,-179.9,2.68,6.21
1A2K,24,-46.8,996.03,688.1,-547.05,-3223.98,488.49,3836.39,-1.45,-67.05,-179.1,11.88,6.59
1A2K,27,-44.42,669.78,696.37,-417.75,-3169.74,369.27,3158.78,-2.01,-51.41,-176.31,-1.03,3.25
1A2K,33,-55.37,812.81,611.22,-586.1,-3277.17,554.73,3191.35,-7.5,-71.69,-187.45,-0.55,8.4
1A2K,56,-73.2,2906.69,744.48,-742.98,-2808.05,747.17,3067.69,-5.14,-96.26,-183.29,0,5.88
1A2K,58,-79.74,3524.39,797.37,-1007.7,-4037.86,961.74,4072.51,-7.58,-126.46,-159.07,16.62,5.49
1A2K,87,-96.01,2815.75,753.9,-855.71,-3002.31,847.21,3174.5,-1.77,-121.81,-187,-7.43,5.66
1A2K,27,-31.07,1003.1,530.99,-224.91,-2557.38,196.12,2661.1,-0.83,-34.34,-199.51,-5.48,4.66
1A2K,27,-40.32,870.43,647.24,-375.37,-3891.34,315.54,3668.49,-2.54,-60.15,-173.47,3.49,5.87
1A2K,71,-49.7,3399.14,599.63,-837.44,-3113.72,804.58,3003.54,-4.78,-90.43,-205.56,-0.57,8.75
1A2K,50,-64,3085.97,776.17,-861.1,-3477.17,854.82,3583.66,-7.57,-98.65,-181.45,10.53,6.71
1A2K,32,-33.57,1088.4,553.42,-260.23,-2327.25,274.78,2390.83,-3.08,-41.96,-194.42,-5.82,4.45
1A2K,84,-85.37,6713.61,755.92,-1168.8,-3113.52,1167.95,3185.2,-5.69,-129.54,-181.6,7.26,4.74
1A2K,18,-24.09,257.93,537.28,-167.64,-2302.26,176.7,2354.81,-0.93,-25.9,-200.77,-6.11,4.49
1A2K,37,-54.11,1211.52,752.61,-356.51,-2818.54,371.39,3109.22,-0.53,-57.83,-187.26,-5.27,5.21
1A2K,63,-56.43,3307.51,726.82,-698.89,-2707.35,750.61,2917.03,-2.87,-82.59,-185.4,-5.8,5.62
1A2K,33,-63.17,1760.99,801.02,-625.33,-2861.7,605.75,3036.61,-2.82,-79.25,-179.01,-4.36,6.67
1A2K,23,-43.38,1164.01,536.85,-468.9,-2369.59,477.71,2358.08,-4.84,-48.08,-214.54,-6.69,8.41
1A2K,41,-56.38,1932.27,770.11,-790.86,-3648.62,774.92,3494.1,-4.84,-90.95,-165.94,15.83,8.91
1A2K,38,-40.73,921.72,619.19,-449.92,-3132.78,414.95,3070.54,-2.89,-59.21,-168.95,4.34,7.47
1A2K,39,-56.04,2507.07,819.07,-637.65,-3742.05,680.22,3457.06,-4.01,-91.72,-165.09,13.92,8.56
1A2K,17,-33,223.59,712.67,-481.18,-3322.6,490.98,3164.41,0,-47.13,-170.7,7.48,7.79
1A2K,55,-73.36,3835.75,803.68,-992.68,-3236.73,1005.57,3277.03,-6.05,-116.12,-179.23,0.71,8.91
1A2K,34,-47.14,1296.15,724.89,-559.93,-2864.36,546.77,3183.9,-0.9,-66.53,-192.8,-7.79,5.78
1A2K,71,-79.08,5181.62,738.6,-1084.08,-2931.63,1074.9,3147.51,-4.29,-116.91,-179.98,-5.15,3.66
1A2K,34,-49.17,2019.12,781.05,-545.76,-3333.17,504.81,3725.17,-1.75,-77.03,-176.12,9.1,7.61
1A2K,54,-83.31,3850.18,775.64,-1085.42,-3097.63,1051.76,3527.91,-7.56,-122.49,-172.24,8.62,3.63
1A2K,51,-56.72,885.09,666.5,-550.23,-2676.15,607.3,2735.27,-1.37,-72.91,-190.87,-2.89,7.93
1A2K,44,-52.18,2388.05,605.33,-564.89,-2571.91,539.65,2627.56,-2.37,-72.51,-189,-0.29,6.68
1A2K,31,-44.88,1821.91,647.29,-441.93,-2916.17,425.19,2884.89,-2.29,-53.76,-184.79,-3.12,2.65
1A2K,49,-57.44,3664.74,719.39,-513.76,-2991.97,509.91,3153.9,-2.39,-78.68,-181.04,-5.15,4.16
